,SampleDate,N Gene gc/g dry weight,N Gene gc/g dry weight UCI,N Gene gc/g dry weight LCI,PMMoV gc/g dry weight,PMMoV gc/g dry weight UCI,PMMoV gc/g dry weight LCI,BCoV Recovery,BCoV Recovery UCI,BCoV Recovery LCI,N_norm_PMMoV,City
29,2022-05-20,370000.0,526000.0,210000.0,1340000000.0,1900000000.0,850000000.0,1.38276,1.79358,0.96192,0.00027611940298507464,Woodland
30,2022-05-21,,,,,,,,,,,Woodland
31,2022-05-22,,,,,,,,,,,Woodland
32,2022-05-23,,,,,,,,,,,Woodland
33,2022-05-24,95200.0,127000.0,63000.0,1910000000.0,3160000000.0,706000000.0,1.31596,1.86372,0.73146,4.984293193717277e-05,Woodland
34,2022-05-25,274000.0,410000.0,144000.0,648000000.0,874000000.0,418000000.0,2.16098,2.6553,1.6533,0.00042283950617283953,Woodland
35,2022-05-26,107000.0,128000.0,87400.0,4900000000.0,6640000000.0,3400000000.0,1.48296,1.83032,1.08216,2.1836734693877552e-05,Woodland
36,2022-05-27,49800.0,72400.0,27400.0,4840000000.0,9580000000.0,1780000000.0,1.08884,1.31262,0.87508,1.0289256198347108e-05,Woodland
37,2022-05-28,,,,,,,,,,,Woodland
38,2022-05-29,,,,,,,,,,,Woodland
39,2022-05-30,60200.0,74000.0,48400.0,568000000.0,696000000.0,470000000.0,1.0187,1.18236,0.87842,0.00010598591549295775,Woodland
40,2022-05-31,91800.0,117000.0,76200.0,1040000000.0,1410000000.0,658000000.0,1.97728,2.58182,1.3026,8.826923076923077e-05,Woodland
41,2022-06-01,118000.0,165000.0,81600.0,1350000000.0,1680000000.0,1030000000.0,1.22912,1.52304,0.92852,8.740740740740741e-05,Woodland
42,2022-06-02,191000.0,222000.0,157000.0,9760000000.0,70800000000.0,2000000000.0,1.24248,1.42284,1.0688,1.956967213114754e-05,Woodland
43,2022-06-03,344000.0,460000.0,256000.0,3920000000.0,5680000000.0,2500000000.0,1.32598,1.45958,1.19238,8.775510204081632e-05,Woodland
44,2022-06-04,,,,,,,,,,,Woodland
45,2022-06-05,,,,,,,,,,,Woodland
46,2022-06-06,206000.0,288000.0,129000.0,300000000.0,378000000.0,226000000.0,0.68136,0.88844,0.49432,0.0006866666666666667,Woodland
47,2022-06-07,171000.0,204000.0,140000.0,2240000000.0,2780000000.0,1750000000.0,1.66666,1.87374,1.47628,7.633928571428572e-05,Woodland
48,2022-06-08,620000.0,1070000.0,137000.0,1200000000.0,1440000000.0,970000000.0,2.21108,2.5718,1.86706,0.0005166666666666667,Woodland
49,2022-06-09,159000.0,193000.0,110000.0,3160000000.0,4680000000.0,2020000000.0,0.8851,1.03206,0.7515,5.031645569620253e-05,Woodland
50,2022-06-10,196000.0,252000.0,126000.0,5740000000.0,9200000000.0,3860000000.0,1.59318,1.79358,1.40614,3.414634146341463e-05,Woodland
51,2022-06-11,,,,,,,,,,,Woodland
52,2022-06-12,,,,,,,,,,,Woodland
53,2022-06-13,77000.0,99000.0,56400.0,580000000.0,654000000.0,504000000.0,1.54976,1.74682,1.32598,0.00013275862068965518,Woodland
54,2022-06-14,79000.0,95000.0,64800.0,698000000.0,818000000.0,578000000.0,1.51636,1.84034,1.15564,0.00011318051575931232,Woodland
55,2022-06-15,145000.0,190000.0,97600.0,412000000.0,478000000.0,356000000.0,1.04876,1.21576,0.89846,0.00035194174757281554,Woodland
56,2022-06-16,220000.0,300000.0,149000.0,372000000.0,434000000.0,308000000.0,1.27254,1.44956,1.11222,0.0005913978494623656,Woodland
57,2022-06-17,238327.914,278435.291,202276.757,1100317825.0,1494132632.0,675330655.0,1.0354,1.18904,0.86506,0.00021659915761157463,Woodland
58,2022-06-18,,,,,,,,,,,Woodland
59,2022-06-19,,,,,,,,,,,Woodland
60,2022-06-20,276221.616580815,340571.166562205,215826.811356102,465011693.603864,533841375.641299,398613569.048919,0.62124,0.7014,0.54776,0.0005940100440057401,Woodland
61,2022-06-21,159356.437875153,204874.519506005,117456.155661287,698815603.792342,842976706.92641,577548178.976541,0.9853,1.12558,0.835,0.00022803789298686997,Woodland
62,2022-06-22,1245823.23103561,2184328.72870546,245224.606434541,572385378.594571,612885451.172953,530855455.553929,1.2859,1.41282,1.15898,0.002176546218029872,Woodland
63,2022-06-23,271117.122771762,334152.713626407,206075.923566801,679556730.137778,757813247.129571,601472706.504953,0.7181,0.78824,0.64462,0.00039896172129263416,Woodland
64,2022-06-24,254795.930456071,301171.913170197,205843.891045414,545434070.540236,633299101.859982,467536204.176218,0.74482,0.85504,0.64462,0.0004671434078250801,Woodland
65,2022-06-25,,,,,,,,,,,Woodland
66,2022-06-26,,,,,,,,,,,Woodland
67,2022-06-27,187880.380901585,249957.136785266,109506.309021516,890861037.168367,1491151937.12456,354316524.196278,0.90848,1.03206,0.79158,0.00021089751719164794,Woodland
68,2022-06-28,1484003.83756494,1793446.90819933,1230144.05604584,1616218581.27457,1724579358.33292,1492854668.84285,0.69806,0.79158,0.61122,0.0009181950107235101,Woodland
69,2022-06-29,109334.792642227,149726.947677745,69248.9602767158,338445698.444523,367783979.745661,307473767.349543,1.14562,1.26586,1.01202,0.0003230497333685239,Woodland
70,2022-06-30,136651.314902639,158226.227478267,108687.696398758,6231831034.517,8166662479.72482,4605776128.96256,0.75818,0.85504,0.668,2.1927955707680734e-05,Woodland
71,2022-07-01,81705.9498532087,100828.519055263,64482.9976837783,1366931424.08457,1810817551.27442,985681066.325472,1.02872,1.23246,0.82164,5.97732617844578e-05,Woodland
72,2022-07-02,,,,,,,,,,,Woodland
73,2022-07-03,,,,,,,,,,,Woodland
74,2022-07-04,301668.31180818,397807.357480141,187071.119189489,400106158.852344,427967474.827341,375039857.588797,1.48964,1.67,1.32264,0.0007539706778657919,Woodland
75,2022-07-05,124615.82365621,153884.735933446,86508.8434927318,526888623.349079,592336456.66458,456040237.628459,1.2692,1.47962,1.06546,0.0002365126482787016,Woodland
76,2022-07-06,65502.4489708655,80832.648169254,47874.7588763419,316942544.520544,333931209.08131,299249685.223155,0.74482,0.8517,0.64796,0.00020666978953537012,Woodland
77,2022-07-07,244939.994547708,355113.661955155,135797.022862207,470601691.00518,625417675.866929,325963987.433149,1.04542,1.1857,0.9018,0.0005204826060538144,Woodland
78,2022-07-08,259460.910524968,335780.775216345,141019.465889986,518113937.233678,641282825.657013,403227803.882422,1.18904,1.32932,1.03874,0.0005007796391471068,Woodland
79,2022-07-09,,,,,,,,,,,Woodland
80,2022-07-10,,,,,,,,,,,Woodland
81,2022-07-11,1386597.40969817,2092761.43387452,592643.649977545,2519124131.61716,4796700902.04465,760363768.380621,1.22578,1.38944,1.07548,0.0005504283779807386,Woodland
82,2022-07-12,65943.1400656099,90956.552623175,45310.2869556948,410149363.841684,580743195.380976,231765986.278475,0.57782,0.71476,0.4509,0.00016077835510446795,Woodland
83,2022-07-13,144549.855677108,164119.665447321,120452.260758455,2080811296.95945,2516449652.52469,1648630258.10022,1.09218,1.28256,0.92184,6.946802715283649e-05,Woodland
84,2022-07-14,125962.985012749,185974.443148955,71809.5761442222,370316937.201221,398946239.427574,340592462.461372,1.03874,1.21576,0.84836,0.0003401491326990098,Woodland
85,2022-07-15,100745.838189476,139535.701169471,59768.8446604136,4312844427.55517,5698356328.66331,3229047210.20256,0.334,0.4342,0.26052,2.335948812477476e-05,Woodland
86,2022-07-16,,,,,,,,,,,Woodland
87,2022-07-17,,,,,,,,,,,Woodland
88,2022-07-18,189009.854462344,261664.815247198,114227.676548482,455963896.211163,530773970.467045,389069229.850157,1.0521,1.23914,0.87842,0.0004145281151269288,Woodland
89,2022-07-19,183981.834999955,223328.602065245,148186.230190956,694077537.579834,851965228.363243,541601462.952343,0.93186,1.05878,0.81496,0.00026507389310058616,Woodland
90,2022-07-20,263154.709840669,347740.655798799,206673.694018779,7726325383.97542,10980043284.4162,5303949826.14195,1.27588,1.48296,1.0521,3.4059490995092965e-05,Woodland
91,2022-07-21,304658.276224578,390794.88041423,221514.499643583,481265430.069751,567801811.908903,394704230.92589,0.77154,0.88176,0.67134,0.0006330358616874332,Woodland
92,2022-07-22,275916.809204405,339813.094630473,204649.644934683,4909993624.25876,8437135573.51172,2420133685.75609,0.7849,0.91516,0.668,5.6194942462080875e-05,Woodland
93,2022-07-23,,,,,,,,,,,Woodland
94,2022-07-24,,,,,,,,,,,Woodland
95,2022-07-25,145785.250439606,167871.30559612,121287.684189794,346078719.105047,392484059.853196,302068168.838078,0.62458,0.76486,0.48096,0.0004212488153464157,Woodland
96,2022-07-26,155023.341065788,191046.273123141,105921.614492104,5000354839.40329,8768372767.97151,3627024396.68152,0.77154,0.9018,0.65464,3.100246803370608e-05,Woodland
97,2022-07-27,150376.154815357,173306.67945427,129036.25660602,5856136436.60986,10017603316.8033,3236976552.70729,0.65464,0.76486,0.55444,2.567838991511105e-05,Woodland
98,2022-07-28,191150.793636117,235581.985618546,149333.91994427,616618077.538984,765325506.082549,472458999.080365,0.69138,0.8016,0.59118,0.0003099986857327128,Woodland
99,2022-07-29,106898.453898995,123980.014657694,91464.3501432689,770517086.770988,784271202.811247,757626868.486747,1.094,1.283,0.924,0.00013873599396345017,Woodland
100,2022-07-30,,,,,,,,,,,Woodland
101,2022-07-31,,,,,,,,,,,Woodland
102,2022-08-01,443357.815009102,488592.156632639,397970.305639449,650581282.591434,691524791.438166,607563926.791965,0.619,0.712,0.534,0.0006814795120497362,Woodland
103,2022-08-02,173785.516764316,204710.448897879,140906.320803807,457071337.806112,489211665.012941,430046642.510208,0.926,1.094,0.777,0.0003802153020543047,Woodland
104,2022-08-03,184668.746538192,209321.888050698,162017.694697265,408422439.001637,435516571.587461,377037494.028149,0.409,0.473,0.351,0.00045215132398112885,Woodland
105,2022-08-04,208321.790581177,237776.565436097,169241.951247892,622568118.605749,671387448.369869,576251451.3227,0.734,0.889,0.579,0.00033461686256552436,Woodland
106,2022-08-05,194238.155255877,225354.67718524,156155.49420583,7579912467.77425,11200677620.4291,5018662123.41578,0.798,0.906,0.695,2.562538236182465e-05,Woodland
107,2022-08-06,,,,,,,,,,,Woodland
108,2022-08-07,,,,,,,,,,,Woodland
109,2022-08-08,55715.1118806854,68754.1582283125,44441.1301471362,322897407.419706,360925726.575557,289356485.312907,0.846,0.983,0.722,0.000172547411655945,Woodland
110,2022-08-09,56402.4597347937,71699.6268980313,42223.0639935406,364750053.28461,377034724.300089,351874792.175818,0.808,0.905,0.718,0.00015463317750575778,Woodland
111,2022-08-10,139871.520804481,162259.288740354,118238.769482265,693941570.373955,722222306.902488,668527214.501953,0.867,0.968,0.773,0.00020156094803357332,Woodland
112,2022-08-11,254071.374833492,292614.561177881,216828.997242216,562361415.58926,575934903.633045,549461531.187603,0.54,0.629,0.458,0.00045179375360819877,Woodland
113,2022-08-12,,,,,,,,,,,Woodland
114,2022-08-13,,,,,,,,,,,Woodland
115,2022-08-14,,,,,,,,,,,Woodland
116,2022-08-15,74492.3499395053,90038.4623867129,60849.8742392752,857110578.737749,886534870.452827,826288327.887843,0.959,1.115,0.798,8.691101450317975e-05,Woodland
117,2022-08-16,160341.137252645,189702.157626209,135057.69597368,448430474.582921,480120503.974878,418844772.497136,0.757,0.874,0.651,0.00035756075097656125,Woodland
118,2022-08-17,93604.5805467657,112035.101210056,77318.589972397,695712164.694289,849839415.522578,545754020.710365,0.822,1.048,0.6,0.0001345449818142789,Woodland
119,2022-08-18,93138.9405789192,111478.38895366,76933.5792615307,387937690.705902,419523017.949719,353600883.71205,1.421,1.674,1.161,0.0002400873717875699,Woodland
120,2022-08-19,,,,,,,,,,,Woodland
121,2022-08-20,,,,,,,,,,,Woodland
122,2022-08-21,,,,,,,,,,,Woodland
123,2022-08-22,132947.561535334,172352.092885344,100754.606570672,850298798.064454,888423335.566736,804829496.459379,0.916,1.038,0.804,0.0001563539332737671,Woodland
124,2022-08-23,50424.1790859438,62540.258235676,39985.4549307043,567581475.464859,599981345.901382,535601531.861055,0.638,0.723,0.56,8.88404242662175e-05,Woodland
125,2022-08-24,109305.927072292,135250.272149922,81181.1952000371,245331467.650706,260026052.937497,231701851.358975,1.054,1.27,0.864,0.00044554385183036445,Woodland
126,2022-08-25,66270.1055214622,79082.5624882929,54923.1603312541,610345050.815904,643279470.701789,571793934.17846,0.998,1.145,0.864,0.00010857809927822449,Woodland
127,2022-08-26,,,,,,,,,,,Woodland
128,2022-08-27,,,,,,,,,,,Woodland
129,2022-08-28,,,,,,,,,,,Woodland
130,2022-08-29,47745.3108164028,59539.7768181674,37622.5557544765,504733643.077378,549245480.245269,458393031.606767,0.434,0.503,0.366,9.45950631015956e-05,Woodland
131,2022-08-30,83129.8133181614,99497.7239385155,68015.0529255319,588391729.289647,675587973.847056,503082953.804608,0.851,0.967,0.744,0.00014128310983997392,Woodland
132,2022-08-31,437677.998492349,475679.618585556,393733.919566482,3511538762.61291,3879061246.79532,3117710202.3776,0.683,0.784,0.592,0.0001246399450725915,Woodland
133,2022-09-01,125314.591480812,155745.575581416,98786.7142001921,515924197.661535,552211902.211956,479780610.623956,0.813,0.933,0.703,0.0002428934173834252,Woodland
134,2022-09-02,,,,,,,,,,,Woodland
135,2022-09-03,,,,,,,,,,,Woodland
136,2022-09-04,,,,,,,,,,,Woodland
137,2022-09-05,48199.5965184699,63424.6098841592,30592.8949881344,311763520.561769,356076482.803938,264844819.641525,0.506,0.59,0.43,0.0001546030671953495,Woodland
138,2022-09-06,49103.9348184874,64466.742094145,34083.8175891381,1847200617.88811,1994241388.3385,1709433290.4464,0.717,0.815,0.627,2.658289215744609e-05,Woodland
139,2022-09-07,52007.4609171744,66112.7907867483,40067.7047255189,665435025.473622,806867290.904824,537573581.354516,1.331,1.488,1.186,7.815558082497717e-05,Woodland
140,2022-09-08,48163.6511883167,67427.3222585679,31658.6588701907,635233256.193015,732823926.915121,539994121.672139,0.763,0.882,0.655,7.582041827747479e-05,Woodland
141,2022-09-09,,,,,,,,,,,Woodland
142,2022-09-10,,,,,,,,,,,Woodland
143,2022-09-11,,,,,,,,,,,Woodland
144,2022-09-12,79747.8771270677,96743.6859666866,63275.8646345517,519154401.900139,532028477.600238,506286643.717292,0.929,1.058,0.811,0.00015361109688213228,Woodland
145,2022-09-13,57073.4067996204,71172.1832861056,44972.9504604168,756409700.913955,776322601.404315,735972758.505632,0.988,1.109,0.864,7.545303389242593e-05,Woodland
146,2022-09-14,272185.268124988,323862.159710355,236284.901315662,449222001.343217,475769747.461007,422434422.00812,0.964,1.097,0.828,0.0006059036897372075,Woodland
147,2022-09-15,43320.7851713838,54689.8289067726,33649.4507093387,476703370.486058,525260484.182161,428173604.397186,1.261,1.471,1.038,9.087576856696631e-05,Woodland
148,2022-09-16,,,,,,,,,,,Woodland
149,2022-09-17,,,,,,,,,,,Woodland
150,2022-09-18,,,,,,,,,,,Woodland
151,2022-09-19,55286.7351595412,67903.8153166679,44339.0235058162,3154056545.43611,3364389576.01759,2965166064.55864,1.674,2.069,1.278,1.7528771080385535e-05,Woodland
152,2022-09-20,69299.5147753803,81287.9688325705,58554.029663687,944821294.316037,996350734.634523,874463385.764495,0.833,0.981,0.699,7.334669020721714e-05,Woodland
153,2022-09-21,137221.051534614,156490.642068221,119605.003537016,416227041.636575,445682311.766531,388721796.388755,1.215,1.446,1.01,0.0003296783673522764,Woodland
154,2022-09-22,7629.06591452325,13061.1027890395,2399.11503147689,125071472.861702,133262885.181771,117718809.809844,0.639,0.814,0.466,6.099764990342045e-05,Woodland
155,2022-09-23,,,,,,,,,,,Woodland
156,2022-09-24,,,,,,,,,,,Woodland
157,2022-09-25,,,,,,,,,,,Woodland
158,2022-09-26,22970.0972012961,32854.2976958417,15301.1844363776,469517423.407324,501435360.313812,443270968.576269,1.596,1.88,1.342,4.892277912627893e-05,Woodland
159,2022-09-27,12412.1090689175,19825.5207610282,5243.49478225091,296301679.740347,325982593.386681,268240942.048666,1.322,1.561,1.109,4.189010700106186e-05,Woodland
160,2022-09-28,97057.8002049807,119208.516217732,77838.145337947,14619794728.6531,15607930305.5285,13651786433.2743,0.638,0.728,0.555,6.638793636052816e-06,Woodland
161,2022-09-29,17263.0003218596,26942.3960460715,6467.28761527761,427939349.372,475005253.546241,384702573.031352,0.946,1.085,0.825,4.033982934075357e-05,Woodland
162,2022-09-30,,,,,,,,,,,Woodland
163,2022-10-01,,,,,,,,,,,Woodland
164,2022-10-02,,,,,,,,,,,Woodland
165,2022-10-03,13295.4266373422,20124.7296277468,6672.77026797564,838752382.532282,892986228.152783,791947023.260255,0.746,0.849,0.642,1.5851432334775494e-05,Woodland
166,2022-10-04,28153.1591028288,37539.0603985783,20479.8485631994,900449393.823752,962025336.136066,841392820.29189,1.026,1.163,0.901,3.126567611232054e-05,Woodland
167,2022-10-05,71789.1432613566,87184.1101392712,57395.9049025009,818320649.017431,835458963.165107,801762917.768148,1.556,1.753,1.374,8.772740043594747e-05,Woodland
168,2022-10-06,32116.2720295017,42316.6770638944,23704.1127209596,709834086.117552,738937358.044587,678104683.997455,1.076,1.246,0.903,4.524475882126501e-05,Woodland
169,2022-10-07,,,,,,,,,,,Woodland
170,2022-10-08,,,,,,,,,,,Woodland
171,2022-10-09,,,,,,,,,,,Woodland
172,2022-10-10,21644.8574511174,30273.5721776644,14837.3436239917,878324770.718734,896759451.398405,860450214.667725,0.779,0.998,0.586,2.4643341703098492e-05,Woodland
173,2022-10-11,48897.8005523939,63223.6255666413,31973.7264801255,568287082.924025,595678832.072879,542357354.377854,1.734,2.096,1.4,8.604418791431707e-05,Woodland
174,2022-10-12,63468.546969469,78719.2704785855,50329.2268041603,346635974.600747,369638563.995413,322252592.783689,0.863,1.033,0.698,0.0001830985576225077,Woodland
175,2022-10-13,104125.266428862,120564.887071267,89253.7050257612,484859111.052251,526593955.806885,440051579.345332,1.339,1.558,1.141,0.00021475365535131898,Woodland
176,2022-10-14,,,,,,,,,,,Woodland
177,2022-10-15,,,,,,,,,,,Woodland
178,2022-10-16,,,,,,,,,,,Woodland
179,2022-10-17,31173.3585398526,40648.5279543834,23300.4730111456,570607209.511442,591804853.417891,549435070.950441,0.698,0.807,0.599,5.4631904434827344e-05,Woodland
180,2022-10-18,35345.829538728,46572.016818283,26087.7324378305,1579449285.90837,2531940725.37295,731545679.842129,1.513,1.713,1.33,2.237857831465603e-05,Woodland
181,2022-10-19,30373.7816909677,41015.5400198272,19657.8977493088,9202603575.18366,10575251562.3453,8228924790.68105,0.974,1.114,0.82,3.3005639591903766e-06,Woodland
182,2022-10-20,40062.6128959683,50255.2711097979,31352.8213204924,652753139.374159,680227485.159401,621710851.355732,1.184,1.354,1.029,6.137482990028846e-05,Woodland
183,2022-10-21,,,,,,,,,,,Woodland
184,2022-10-22,,,,,,,,,,,Woodland
185,2022-10-23,,,,,,,,,,,Woodland
186,2022-10-24,57743.4357129519,70612.0219739195,46542.6595101708,456148121.407326,472771262.297983,439904515.410386,0.855,1.02,0.701,0.00012658922179663832,Woodland
187,2022-10-25,115184.686049892,133561.66527656,98045.4198390896,700125117.734318,747205684.870072,655627462.568337,0.741,0.91,0.575,0.00016452014523152993,Woodland
188,2022-10-26,36653.1868201734,46951.3188779744,27985.4141309197,904226338.786649,933050475.291599,872062824.327111,0.991,1.118,0.874,4.053541159767264e-05,Woodland
189,2022-10-27,74729.7219191818,88690.7718977673,62318.081753013,431007656.435856,440738091.841152,421281696.600371,1.546,1.75,1.359,0.00017338374574861717,Woodland
190,2022-10-28,,,,,,,,,,,Woodland
191,2022-10-29,,,,,,,,,,,Woodland
192,2022-10-30,,,,,,,,,,,Woodland
193,2022-10-31,102117.008686955,119537.241356673,86479.8111046383,547252853.920194,559411013.603803,535100210.603871,1.012,1.145,0.883,0.0001865993168522548,Woodland
194,2022-11-01,51491.9974320312,65985.3999388685,36231.74754242,2798830741.46816,2908261498.38681,2700757653.05019,0.628,0.751,0.513,1.8397681813734994e-05,Woodland
195,2022-11-02,84611.8806995672,102143.982173375,69667.9564326941,591364257.247874,631233772.715943,551669145.772225,0.874,1.003,0.717,0.00014307912536570773,Woodland
196,2022-11-03,104941.709157961,125752.887409492,82604.4174104726,1474873960.67319,1524002589.71681,1425401963.92756,1.46,1.644,1.289,7.115300151482876e-05,Woodland
197,2022-11-04,,,,,,,,,,,Woodland
198,2022-11-05,,,,,,,,,,,Woodland
199,2022-11-06,,,,,,,,,,,Woodland
200,2022-11-07,35316.0453930199,45238.5510276815,25345.832370313,653236195.682781,685777004.753303,620222366.803479,1.066,1.249,0.859,5.406320964212121e-05,Woodland
201,2022-11-08,,,,,,,,,,,Woodland
202,2022-11-09,25647.0783077133,34325.7573231769,16978.2000838887,460830399.146714,488750248.347235,432663498.469904,0.877,0.982,0.78,5.565405050361721e-05,Woodland
203,2022-11-10,74387.0326023867,89309.3862128507,61229.6815649416,756523645.246088,781634386.948943,730701743.40348,1.044,1.145,0.943,9.832743902960164e-05,Woodland
204,2022-11-11,,,,,,,,,,,Woodland
205,2022-11-12,,,,,,,,,,,Woodland
206,2022-11-13,,,,,,,,,,,Woodland
207,2022-11-14,38844.3442250716,47122.6400545109,31598.30480346,466227684.175555,499599948.043521,434714142.349568,1.187,1.301,1.082,8.331625414685805e-05,Woodland
208,2022-11-15,181733.383264364,203444.169403743,160873.927465775,714022404.290312,750518540.110043,677830907.86644,1.063,1.269,0.875,0.0002545205615011397,Woodland
209,2022-11-16,96871.27052319,110223.62132898,84645.324268306,2711896827.33233,2783718132.85682,2643952250.21754,0.732,0.825,0.646,3.572085395980253e-05,Woodland
210,2022-11-17,,,,,,,,,,,Woodland
211,2022-11-18,,,,,,,,,,,Woodland
212,2022-11-19,,,,,,,,,,,Woodland
213,2022-11-20,,,,,,,,,,,Woodland
214,2022-11-21,,,,,,,,,,,Woodland
215,2022-11-22,120432.801841967,141568.801204106,93241.8165492188,720683501.871442,738061162.325242,701753964.300163,1.196,1.386,0.984,0.00016710914226457515,Woodland
216,2022-11-23,212119.988658232,238786.648287043,187518.364866722,735283095.083224,759605477.128869,705773471.694213,1.455,1.619,1.303,0.0002884875092010961,Woodland
217,2022-11-24,,,,,,,,,,,Woodland
218,2022-11-25,,,,,,,,,,,Woodland
219,2022-11-26,,,,,,,,,,,Woodland
220,2022-11-27,,,,,,,,,,,Woodland
221,2022-11-28,103579.828280834,119374.569733907,89245.4025190349,1361240186.35409,1441540488.47841,1285522467.28574,1.141,1.243,1.039,7.609224978749672e-05,Woodland
222,2022-11-29,142808.471985878,158330.165371589,128337.578883225,637904350.362243,669489747.712687,601192505.678705,1.412,1.569,1.266,0.00022387129340751817,Woodland
223,2022-11-30,326839.127979154,366108.116366061,282166.952955696,1272469206.46327,1307988084.2146,1237494281.89911,1.513,1.725,1.307,0.00025685425338313543,Woodland
0,2022-04-21,0.0,0.0,0.0,648000000.0,836000000.0,450000000.0,0.92518,1.11556,0.71476,0.0,Winters
1,2022-04-22,10500.0,17900.0,3520.0,574000000.0,646000000.0,506000000.0,1.01536,1.31262,0.7682,1.8292682926829268e-05,Winters
2,2022-04-23,,,,,,,,,,,Winters
3,2022-04-24,,,,,,,,,,,Winters
4,2022-04-25,0.0,0.0,0.0,484000000.0,640000000.0,322000000.0,1.08216,1.39946,0.73146,0.0,Winters
5,2022-04-26,17600.0,25800.0,11300.0,1160000000.0,1660000000.0,714000000.0,2.88576,4.20506,1.64662,1.5172413793103448e-05,Winters
6,2022-04-27,0.0,0.0,0.0,358000000.0,504000000.0,196000000.0,1.92718,2.55176,1.22244,0.0,Winters
7,2022-04-28,23200.0,31800.0,16300.0,944000000.0,1280000000.0,590000000.0,1.03206,1.2859,0.80828,2.4576271186440677e-05,Winters
8,2022-04-29,12600.0,20000.0,7220.0,1090000000.0,1820000000.0,582000000.0,1.14562,1.34936,0.94522,1.1559633027522935e-05,Winters
9,2022-04-30,,,,,,,,,,,Winters
10,2022-05-01,,,,,,,,,,,Winters
11,2022-05-02,,,,,,,,,,,Winters
12,2022-05-03,26400.0,35400.0,19300.0,610000000.0,642000000.0,578000000.0,1.46292,1.70674,1.24582,4.327868852459016e-05,Winters
13,2022-05-04,75600.0,131000.0,20200.0,556000000.0,672000000.0,454000000.0,1.6032,1.88376,1.3527,0.00013597122302158273,Winters
14,2022-05-05,12100.0,16600.0,7200.0,172000000.0,196000000.0,151000000.0,2.58182,3.3066,1.9706,7.034883720930233e-05,Winters
15,2022-05-06,9540.0,16300.0,3980.0,388000000.0,476000000.0,302000000.0,0.95858,1.14228,0.78156,2.4587628865979382e-05,Winters
16,2022-05-07,,,,,,,,,,,Winters
17,2022-05-08,,,,,,,,,,,Winters
18,2022-05-09,69400.0,91200.0,42800.0,478000000.0,656000000.0,310000000.0,2.2211,2.89578,1.57314,0.00014518828451882845,Winters
19,2022-05-10,97400.0,129000.0,47800.0,816000000.0,1060000000.0,596000000.0,1.09218,1.31262,0.89846,0.00011936274509803922,Winters
20,2022-05-11,121000.0,181000.0,39800.0,1000000000.0,1360000000.0,686000000.0,1.89044,2.14094,1.65998,0.000121,Winters
21,2022-05-12,97400.0,115000.0,82000.0,1170000000.0,1320000000.0,1010000000.0,0.81496,1.0688,0.55444,8.324786324786324e-05,Winters
22,2022-05-13,0.0,0.0,0.0,454000000.0,696000000.0,195000000.0,0.36072,0.5344,0.17702,0.0,Winters
23,2022-05-14,,,,,,,,,,,Winters
24,2022-05-15,,,,,,,,,,,Winters
25,2022-05-16,22600.0,31000.0,15500.0,330000000.0,350000000.0,310000000.0,1.04208,1.29926,0.82164,6.848484848484848e-05,Winters
26,2022-05-17,38000.0,45800.0,31200.0,1030000000.0,1790000000.0,368000000.0,1.20574,1.87708,0.50434,3.689320388349514e-05,Winters
27,2022-05-18,5940.0,10200.0,2540.0,890000000.0,1640000000.0,416000000.0,0.48096,0.71142,0.31062,6.674157303370786e-06,Winters
28,2022-05-19,24200.0,32000.0,17900.0,352000000.0,390000000.0,316000000.0,0.40748,0.50434,0.32398,6.875e-05,Winters
29,2022-05-20,,,,,,,,,,,Winters
30,2022-05-21,,,,,,,,,,,Winters
31,2022-05-22,,,,,,,,,,,Winters
32,2022-05-23,41200.0,55600.0,25400.0,946000000.0,1670000000.0,440000000.0,1.64996,2.6052,0.82164,4.355179704016913e-05,Winters
33,2022-05-24,52200.0,71200.0,29000.0,1850000000.0,3460000000.0,650000000.0,1.32932,1.76686,0.94856,2.8216216216216215e-05,Winters
34,2022-05-25,46600.0,57600.0,34800.0,1430000000.0,2300000000.0,728000000.0,1.22912,1.7368,0.72144,3.258741258741259e-05,Winters
35,2022-05-26,81400.0,100000.0,61600.0,1260000000.0,1420000000.0,1080000000.0,2.19438,2.79892,1.52972,6.46031746031746e-05,Winters
36,2022-05-27,47600.0,61800.0,34400.0,1220000000.0,1420000000.0,1040000000.0,0.5511,0.71476,0.41082,3.901639344262295e-05,Winters
37,2022-05-28,,,,,,,,,,,Winters
38,2022-05-29,,,,,,,,,,,Winters
39,2022-05-30,,,,,,,,,,,Winters
40,2022-05-31,30000.0,35200.0,25600.0,1860000000.0,2440000000.0,1430000000.0,2.0875,2.64194,1.47294,1.6129032258064517e-05,Winters
41,2022-06-01,32800.0,44400.0,22000.0,1320000000.0,2300000000.0,666000000.0,0.68804,0.85504,0.50768,2.4848484848484847e-05,Winters
42,2022-06-02,127000.0,179000.0,65800.0,728000000.0,1090000000.0,448000000.0,1.39946,2.06746,0.92852,0.00017445054945054944,Winters
43,2022-06-03,,,,,,,,,,,Winters
44,2022-06-04,,,,,,,,,,,Winters
45,2022-06-05,,,,,,,,,,,Winters
46,2022-06-06,150000.0,177000.0,126000.0,1060000000.0,1250000000.0,912000000.0,0.95524,1.13894,0.76152,0.00014150943396226416,Winters
