,Date,County,Rt,Rt_LCI,Rt_UCI
2171,2023-04-29,Stanislaus,0.9317280824276909,0.7631809991610619,1.1271456178288428
2172,2023-04-30,Stanislaus,0.8858675401786558,0.7174023421438998,1.0753737761830964
2173,2023-05-01,Stanislaus,0.8399702371826325,0.6766088801843483,1.030899332104558
2174,2023-05-02,Stanislaus,0.8003865667527112,0.6396708900834975,0.992829843123888
2175,2023-05-03,Stanislaus,0.7705790002389741,0.6068045236211641,0.9589077775286989
2176,2023-05-04,Stanislaus,0.741140707969913,0.5790546249487312,0.9325941587643766
2177,2023-05-05,Stanislaus,0.7191293844696465,0.5528876216270812,0.914838285383426
2178,2023-05-06,Stanislaus,0.7021946648115199,0.5330114508468582,0.9061889203457079
2179,2023-05-07,Stanislaus,0.6926876314872754,0.517684228375098,0.9055538403604236
2180,2023-05-08,Stanislaus,0.6926073728753748,0.5111625084660119,0.9139139532144926
2181,2023-05-09,Stanislaus,0.6977359525665442,0.5056265761610579,0.929888439760232
2182,2023-05-10,Stanislaus,0.7058490816580432,0.507060570413887,0.9517254793057717
2183,2023-05-11,Stanislaus,0.7198132945311833,0.5090689549170065,0.9795101818371876
2184,2023-05-12,Stanislaus,0.7438459420500186,0.5204524753557886,1.021284623264533
2185,2023-05-13,Stanislaus,0.7717055723000643,0.5337869396946319,1.070490984040997
2186,2023-05-14,Stanislaus,0.8102383223088692,0.5556462292525337,1.1320521887389674
2187,2023-05-15,Stanislaus,0.8562882563891697,0.5841414750051948,1.197056498880746
2188,2023-05-16,Stanislaus,0.9000817369740202,0.613542336860518,1.2667497755360722
2189,2023-05-17,Stanislaus,0.9492593656705977,0.6431313397917917,1.3364229997700856
2190,2023-05-18,Stanislaus,0.9869098670092256,0.6730934352242994,1.3880232816955393
2191,2023-05-19,Stanislaus,1.0225698954152667,0.6936362427552258,1.4319857910032026
2192,2023-05-20,Stanislaus,1.0412647183017245,0.7114088277615531,1.4681714100831624
2193,2023-05-21,Stanislaus,1.058385657824127,0.7226229226805045,1.4910631214542216
2194,2023-05-22,Stanislaus,1.0785540204553723,0.7373547500569213,1.5116814657545636
2195,2023-05-23,Stanislaus,1.1004704886732823,0.7533642644000402,1.5434579945460554
2196,2023-05-24,Stanislaus,1.127290536542441,0.7725989905437187,1.5794455565265295
2197,2023-05-25,Stanislaus,1.154726106642074,0.797812469861883,1.5937424269645932
2198,2023-05-26,Stanislaus,1.1608352638003387,0.8052525314057377,1.599158420968604
2199,2023-05-27,Stanislaus,1.1550642653291692,0.8100118546505133,1.5907361584558388
2200,2023-05-28,Stanislaus,1.1372835867172655,0.7986747117592432,1.5633282099403867
2201,2023-05-29,Stanislaus,1.1002813769198796,0.7733037733968069,1.5036886663970312
2202,2023-05-30,Stanislaus,1.051454871073334,0.73653430230073,1.4678058160995868
2203,2023-05-31,Stanislaus,1.0143362486657934,0.7018731309442457,1.4160735150742658
2204,2023-06-01,Stanislaus,0.9784300299025874,0.6733627356209884,1.3686282973397141
2205,2023-06-02,Stanislaus,0.9490962582738887,0.6467514717041456,1.3372425039491835
2206,2023-06-03,Stanislaus,0.9172797551596634,0.6190579940354307,1.3011653319625611
2207,2023-06-04,Stanislaus,0.8807270056679055,0.5886083688596888,1.2645279375728253
2208,2023-06-05,Stanislaus,0.8483066515057587,0.5581920989853608,1.229232457657551
2209,2023-06-06,Stanislaus,0.8223342200836917,0.5320926758130238,1.2037578729624472
2210,2023-06-07,Stanislaus,0.8010153174641287,0.5083069653609633,1.1908653762111108
2211,2023-06-08,Stanislaus,0.7873225136132418,0.4903654652045879,1.1895218238426533
2212,2023-06-09,Stanislaus,0.7870467364321219,0.4806394609169564,1.1976368405418247
2213,2023-06-10,Stanislaus,0.7907629801422673,0.47729849533091484,1.2353252060134754
2214,2023-06-11,Stanislaus,0.823991088624734,0.48217540045882623,1.2971972277511141
2215,2023-06-12,Stanislaus,0.8756470230050568,0.5112847707644983,1.3816227402770025
