"","date","SC2_N_norm_PMMoV","SC2_N_gc_g_dry_weight","N","county","Cases_N","mean","sd","0.025quant","0.5quant","0.975quant","mode"
"938",2023-06-18,NA,NA,NA,"Yolo",51.2042642634756,5.50730369123642e-05,1.44524387247533,2.66635236336023e-05,5.51188526166514e-05,0.000113225131637287,5.52124658628187e-05
"939",2023-06-19,5.30762010050207e-05,27298.6248940206,27298.6248940206,"Yolo",52.8357512716529,5.68277920194986e-05,1.42389431064523,2.83545612399059e-05,5.68610467738519e-05,0.000113521851919044,5.69295445505458e-05
"940",2023-06-20,NA,NA,NA,"Yolo",54.8776001873485,5.90239142042632e-05,1.43238241437659,2.91092569565533e-05,5.9055837033917e-05,0.000119319562162061,5.91215833111312e-05
"941",2023-06-21,6.03210891835623e-05,24009.4942207487,24009.4942207487,"Yolo",56.9952943564583,6.13016121816106e-05,1.41814616040119,3.08501111952517e-05,6.13243683054353e-05,0.000121558503595962,6.13717536226164e-05
"942",2023-06-22,NA,NA,NA,"Yolo",59.2751813775011,6.37537576009811e-05,1.43220562765305,3.14657948092043e-05,6.37762907303816e-05,0.000128917669224007,6.38230987042059e-05
"943",2023-06-23,4.47853036790464e-05,59516.1093037134,59516.1093037134,"Yolo",61.6441378035596,6.63017021242103e-05,1.42352541005319,3.31293618687902e-05,6.63180613377417e-05,0.000132505747515972,6.63524696611733e-05
"944",2023-06-24,NA,NA,NA,"Yolo",66.7192882031081,7.17603089279703e-05,1.44469491138906,3.48699571868001e-05,7.17449161800997e-05,0.000147856339420119,7.17124287204245e-05
"945",2023-06-25,NA,NA,NA,"Yolo",72.211974758921,7.76679991132993e-05,1.44510885503223,3.77743973642871e-05,7.76110535078449e-05,0.000160351240663372,7.74959530607591e-05
"946",2023-06-26,9.82615769959301e-05,64489.6098635294,64489.6098635294,"Yolo",78.1577120093615,8.40629705434093e-05,1.42480024122125,4.20796137318608e-05,8.39772831264005e-05,0.000168893656358936,8.38042551135108e-05
"947",2023-06-27,NA,NA,NA,"Yolo",83.3107121867369,8.96053091173558e-05,1.43460683146621,4.43163089717213e-05,8.9465864232341e-05,0.00018276178577886,8.91864038853248e-05
"948",2023-06-28,0.0003747887900659,393588.025226565,393588.025226565,"Yolo",88.807521487932,9.55174335448693e-05,1.4221220427514,4.80839347319148e-05,9.53549671572228e-05,0.000191553388281064,9.50278748371391e-05
"949",2023-06-29,NA,NA,NA,"Yolo",82.4181365120974,8.86452942868808e-05,1.43346973129007,4.38603755044767e-05,8.85429775080435e-05,0.000180320388149135,8.83372647563772e-05
"950",2023-06-30,5.46013808564106e-05,34514.0288894584,34514.0288894584,"Yolo",76.4918078340742,8.22711978569398e-05,1.42356144412218,4.11697505025759e-05,8.22466600253584e-05,0.00016468024094468,8.21952151945753e-05
"951",2023-07-01,NA,NA,NA,"Yolo",74.046201917053,7.96408125388702e-05,1.4446584226562,3.8675360408263e-05,7.96425427511098e-05,0.000163975973087889,7.96475607818233e-05
"952",2023-07-02,NA,NA,NA,"Yolo",71.6801834026865,7.70960279032282e-05,1.44480105353735,3.73915117357363e-05,7.71276331798497e-05,0.000158594469958032,7.71921311341142e-05
"953",2023-07-03,6.00124245284261e-05,56601.3874245084,56601.3874245084,"Yolo",69.3907993850854,7.46336679353328e-05,1.42400034686403,3.72261675649116e-05,7.46821793218425e-05,0.000149086765261663,7.47808169149664e-05
"954",2023-07-04,NA,NA,NA,"Yolo",68.6606050017928,7.38483032239613e-05,1.43295973870944,3.63526688943121e-05,7.39161377109901e-05,0.000149248135655763,7.40529444881912e-05
"955",2023-07-05,2.76077424542021e-05,39530.1135418039,39530.1135418039,"Yolo",67.9384070545969,7.30715391247977e-05,1.41927048828721,3.66562315029516e-05,7.31413190831123e-05,0.00014488688643727,7.32825518184294e-05
"956",2023-07-06,NA,NA,NA,"Yolo",74.2099214431368,7.98169020039368e-05,1.43223145951841,3.93886433021021e-05,7.98477564229705e-05,0.000161389870274649,7.9911380709757e-05
